0.047188077,0.34963733,-5.598533,-6.848342,-7.310926,-4.8922114,-7.1628547,-5.186845,-8.705588,-10.466927,-14.329566,-4.1511884,-6.391605,-2.5662687,-5.8853955,3.3066995,4.4711084,0.30234677,-0.35257623,4.629716
-0.8951643,0.94819885,0.79554373,0.15043493,-0.304671,-0.429308,-0.7411317,-0.80721855,-1.0364776,-0.35856712,-1.1545166,-1.3282015,-0.99893,-1.18185,-1.0812706,-0.28146762,-1.0667822,-1.6174104,-1.2737929,-1.2674559
-0.6943286,1.611525,-0.3873158,-3.0369134,-4.2049413,4.393835,-1.4765466,-4.1867776,-2.6167328,1.8487303,-3.06357,-0.50388044,-0.7174692,-4.600162,4.3662753,-3.4976933,-0.2257961,2.845858,-1.7857114,-4.751952
1.0267369,-1.7256885,-1.6256241,-5.864129,-0.54280555,-2.103131,-2.019665,2.0383856,-3.8716655,-0.11100353,-0.47361565,-7.7586327,-2.7323835,3.6679857,1.6198909,3.5105422,-5.991165,-6.214521,-3.7051718,0.92352116
-0.9016551,0.84072036,1.0908206,0.69815475,-0.26199397,-0.46712366,-0.71153146,-0.97290504,-1.0991663,-0.63123304,-1.0294229,-1.286305,-0.61403733,-1.0361328,-1.0204848,0.25493485,-1.1671033,-0.9977908,-1.136636,-0.96397096
-0.8086083,0.80991524,0.8248423,0.13844396,-0.4316165,-0.60314894,-0.30440733,-0.84763074,-1.1858733,-0.4109423,-1.0588124,-1.2881558,-0.9855148,-1.3125861,-0.8743895,0.5908691,-1.0621576,-1.108871,-1.1373388,-1.0332956
-0.9103025,0.9496232,0.7443136,0.1972151,-0.33984098,-0.55252874,-0.49393,-0.84763056,-1.1975266,-0.7338375,-1.183254,-1.3069401,-0.6554443,-1.0859951,-1.1383017,0.10259618,-1.1912614,-1.5404307,-1.1439397,-1.1581289
-1.0166699,1.2304703,-0.7239623,0.09243422,3.5145965,-2.1425502,-1.7629324,-0.29955313,0.18138358,-1.2272214,2.6746814,-3.2850826,-2.7958694,0.6706916,-2.3393662,-0.2753217,-4.426079,2.1138778,-2.0968437,-5.725936
-0.911541,0.86706316,0.9008803,0.30750844,-0.26746076,-0.54821414,-0.5118726,-0.8633203,-1.0275517,-0.70131195,-1.0613817,-1.3393872,-0.6892836,-1.1209885,-0.9435886,0.11197448,-1.1530547,-0.99709874,-1.1235265,-1.0053492
-0.37202972,0.8896094,0.81887805,-0.5246028,-0.27863422,-0.32979414,-0.5740606,-0.68778664,-0.973104,-0.49110386,-0.9878718,-1.0507531,-0.43600062,-0.874947,-0.8085366,-0.7020709,-0.8621993,-0.8658786,-0.89210594,-0.8421912
